	GSM1194697	GSM1194698	GSM1194699
APOA4	0	0	0
APOA5	0	0	0
APOB	3	0	17
APOBEC1	39	0	0
APOBEC2	3	0	0
ENSG00000262156	169	121	163
ENSG00000248822	0	0	0
APOBEC3B	561	565	91
APOBEC3C	976	879	900
APOBEC3D	226	72	34
APOBEC3F	217	91	45
APOBEC3G	450	340	195
APOBEC3H	9	0	0
APOBEC4	0	0	0
APOBR	31	16	10
APOC1	41	102	219
ENSG00000214855	23	14	12
APOC2	5	0	0
APOC3	0	0	0
APOC4	5	0	0
ENSG00000224916	1	1	5
APOD	71	46	19
APOE	71	45	114
APOF	3	1	5
APOH	2	2	1
APOL1	519	1517	244
APOL2	149	374	178
APOL3	58	35	22
APOL4	818	877	608
ENSG00000277390	0	0	0
APOL6	2987	3075	1088
APOLD1	154	142	158
ENSG00000235754	27	31	0
APOO	46	71	5
APOOL	643	538	576
ENSG00000270560	0	0	0
ENSG00000240902	0	0	0
ENSG00000255700	0	0	0
ENSG00000248122	0	0	0
ENSG00000260240	0	1	3
APP	2057	2415	970
APPBP2	839	666	243
APPL1	438	227	187
APPL2	894	506	755
APRT	395	706	227
APTX	570	559	174
AQP1	65	284	9
AQP10	0	3	0
AQP11	28	0	7
AQP12A	0	0	0
AQP12B	0	0	0
AQP2	65	0	1
AQP3	3165	1749	2530
AQP4	43	52	15
AQP5	1499	612	221
AQP6	57	40	28
AQP7	38	56	13
ENSG00000186466	19	0	1
ENSG00000181997	0	0	0
ENSG00000279688	0	0	0
ENSG00000176115	0	0	2
ENSG00000278122	0	0	0
AQP8	0	0	0
AQP9	104	100	108
AQR	1841	1309	365
AR	2	10	24
ARAF	420	239	226
ENSG00000231264	0	0	0
ENSG00000224368	0	0	0
ENSG00000227298	0	0	0
ARAP1	449	332	167
ARAP2	1398	1384	527
ARAP3	259	113	51
ARC	0	0	0
ARCN1	2654	3494	1610
AREG	151	376	70
AREL1	1642	2218	620
ARF1	4369	5177	1358
ENSG00000219807	0	0	0
ENSG00000213137	0	1	0
ENSG00000253885	0	0	0
ARF3	1057	253	333
ARF4	821	961	594
ENSG00000271525	0	0	0
ENSG00000236527	0	0	0
ENSG00000214051	0	0	0
ENSG00000231222	2	0	0
ARF5	252	99	54
ARF6	1661	3207	729
ARFGAP1	310	612	55
ARFGAP2	264	224	252
ARFGAP3	544	311	102
ARFGEF1	2941	2312	1648
ARFGEF2	2460	4606	1600
ARFGEF3	1322	1047	730
ARFIP1	446	315	303
ARFIP2	566	823	75
ARFRP1	74	200	58
ARG1	8	17	0
ARG2	286	488	167
ARGFX	1	1	2
ENSG00000240058	6	11	0
ENSG00000265293	13	28	17
ARGLU1	196	334	199
ARHGAP1	2134	1677	1149
ARHGAP10	67	192	31
ENSG00000275568	307	131	95
ENSG00000274734	319	219	38
ARHGAP12	1020	547	495
ARHGAP15	83	19	86
ENSG00000288353	328	191	191
ARHGAP18	322	146	138
ARHGAP19	131	447	73
ENSG00000269891	0	264	0
ARHGAP20	213	25	34
ARHGAP21	2804	3541	1741
ARHGAP22	184	43	46
ENSG00000273780	474	698	134
ENSG00000260781	0	0	0
ARHGAP24	275	563	370
ARHGAP25	86	65	196
ARHGAP26	756	429	67
ENSG00000276907	415	90	99
ARHGAP28	413	172	233
ARHGAP29	1231	3275	357
ARHGAP30	209	18	37
ARHGAP31	66	195	16
ARHGAP32	5087	3190	3185
ARHGAP33	2	0	0
ARHGAP35	1444	1008	277
ARHGAP36	0	0	0
ARHGAP39	21	4	0
ARHGAP4	93	865	23
ARHGAP40	84	47	4
ARHGAP42	352	639	417
ENSG00000227817	0	2	0
ENSG00000231147	0	0	0
ENSG00000235759	0	0	0
ENSG00000258080	23	77	27
ENSG00000258233	6	0	10
ARHGAP44	29	14	18
ARHGAP45	11	24	33
ARHGAP5	2903	2208	875
ARHGAP6	4	237	2
ARHGAP8	543	449	194
ARHGAP9	60	10	4
ARHGDIA	265	785	108
ARHGDIB	997	972	158
ARHGDIG	14	9	15
ARHGEF1	150	708	230
ENSG00000274726	144	290	184
ARHGEF10L	32	6	8
ARHGEF11	1095	2337	147
ARHGEF12	6506	4978	3369
ARHGEF15	20	20	12
ARHGEF16	44	93	67
ARHGEF17	250	581	64
ARHGEF18	86	166	0
ARHGEF19	146	142	166
ARHGEF2	268	441	329
ARHGEF25	24	0	0
ENSG00000277101	48	50	109
ARHGEF28	690	724	146
ARHGEF3	608	1525	712
ARHGEF33	5	0	7
ENSG00000204959	742	520	240
ENSG00000288422	234	203	92
ARHGEF37	105	144	8
ARHGEF38	118	167	73
ARHGEF39	183	149	161
ARHGEF4	480	229	186
ARHGEF40	176	309	80
ENSG00000284933	358	160	379
ARHGEF6	13	166	4
ARHGEF7	222	494	517
ARHGEF9	102	183	124
ARID1A	1889	1688	825
ARID1B	2077	1578	1865
ARID2	2226	942	1307
ARID3A	107	97	101
ARID3B	259	1782	104
ARID3C	0	0	0
ARID4A	546	359	507
ARID4B	898	779	890
ARID5A	114	81	16
ARID5B	1169	923	720
ARIH1	3507	5601	1960
ARIH2	362	428	334
ENSG00000221883	38	12	15
ENSG00000266296	0	0	0
ARL1	726	1105	550
ARL10	183	273	152
ARL11	43	85	38
ARL13A	3	0	8
ARL13B	133	128	15
ARL14	0	5	2
ARL14EP	233	631	433
ARL14EPL	0	0	0
ARL15	249	349	92
ARL16	190	86	94
ARL17A	214	25	27
ENSG00000276276	92	197	38
ARL2	297	136	109
ENSG00000273003	0	0	0
ARL2BP	287	566	7
ENSG00000265934	0	0	0
ENSG00000225225	0	0	0
ENSG00000258071	0	0	0
ENSG00000215486	0	0	0
ENSG00000249312	0	22	0
ENSG00000254351	0	0	0
ENSG00000248355	0	0	1
ENSG00000230418	0	0	0
ENSG00000263125	0	1	0
ARL3	216	506	117
ARL4A	280	82	203
ENSG00000122872	2	2	72
ENSG00000248780	21	0	0
ARL4C	1109	1896	502
ARL4D	43	429	25
ARL5A	686	968	614
ENSG00000227864	0	0	0
ENSG00000236818	0	0	0
ENSG00000228431	0	0	0
ENSG00000224806	0	0	0
ARL5B	1873	1533	1153
ARL5C	3	15	6
ARL6	97	48	38
ARL6IP1	1045	734	273
ENSG00000255664	0	0	0
ENSG00000225355	0	0	0
ENSG00000255014	0	0	0
ARL6IP4	338	157	52
ARL6IP5	391	284	72
ARL6IP6	283	345	92
ARL8A	77	49	84
ARL8B	754	1556	403
ARL9	2	4	12
ARMC1	298	361	112
ENSG00000282813	732	820	546
ENSG00000178660	0	0	0
ARMC12	0	0	0
ARMC2	71	141	6
ARMC3	29	1	34
ARMC5	14	0	0
ARMC6	138	68	56
ARMC7	167	142	46
ARMC8	558	484	169
ENSG00000225254	0	0	0
ARMC9	135	108	113
ARMCX1	18	14	0
ARMCX2	54	144	54
ARMCX3	154	69	348
ARMCX4	75	33	82
ARMCX5	340	246	85
ARMCX6	96	582	55
ENSG00000204072	94	0	79
ARMS2	0	0	0
ARMT1	115	130	18
ARNT	673	214	423
ARNT2	262	46	41
BMAL1	143	153	109
BMAL2	858	632	259
ARPC1A	1575	1111	722
ARPC1B	416	377	172
ARPC2	6481	8316	3570
ARPC3	1017	3005	521
ENSG00000226284	0	1	6
ENSG00000238137	0	0	0
ENSG00000214027	0	0	0
ARPC4	1312	834	316
ARPC4-TTLL3	0	0	0
ARPC5	1222	964	496
ARPC5L	164	124	180
ARPIN	854	317	401
ARPP19	2551	3095	1474
ARPP21	0	0	0
ARR3	13	0	0
ARRB1	104	49	35
ARRB2	468	243	201
ARRDC1	218	71	44
ARRDC2	136	6	12
ARRDC3	1304	1928	971
ARRDC4	230	652	220
ARRDC5	6	0	0
ARSA	98	60	70
ARSB	348	423	243
ARSD	762	381	265
ENSG00000225117	5	1	7
ARSF	1	0	0
ENSG00000232226	0	0	0
ARSG	766	240	302
ARSH	0	0	0
ARSI	0	864	2
ARSJ	1278	1423	1655
ARSK	65	199	56
ART1	0	0	0
ENSG00000237408	0	0	0
ENSG00000238048	0	0	1
ART3	41	29	15
ART4	57	25	66
ART5	0	1	0
ARTN	156	103	67
ARV1	351	167	92
ARVCF	40	108	18
ARX	17	0	0
AS3MT	164	86	161
ASAH1	1242	917	439
ASAH2	76	172	6
ASAH2B	100	376	25
ASAP1	1227	1307	772
ASAP2	453	573	467
ENSG00000282854	180	182	24
ASB1	197	258	144
ASB10	0	0	0
ASB11	13	12	13
ASB12	0	0	0
ASB13	83	57	78
ASB14	2	0	0
ASB15	0	0	0
ASB16	44	60	2
ASB17	0	0	0
ASB18	42	27	34
ENSG00000278693	4	0	20
ENSG00000115239	969	736	534
ASB4	36	40	11
ASB5	0	0	0
ASB6	352	687	150
ASB7	732	967	645
ASB8	356	351	139
ASB9	4	7	80
ENSG00000258527	1	15	0
ASCC1	432	761	229
ASCC2	500	560	169
ASCC3	1608	1457	1084
ASCL1	0	0	0
ASCL2	24	0	1
ASCL3	0	0	0
ASCL4	0	0	0
ASCL5	0	0	0
ASF1A	228	77	124
ENSG00000288210	200	209	22
ASGR1	36	42	60
ASGR2	0	0	0
ASH1L	4467	3678	3891
ASH2L	843	625	79
ENSG00000281502	0	0	0
ASIC1	194	30	48
ASIC2	0	0	0
ASIC3	0	0	0
ASIC4	15	19	6
ENSG00000262505	0	0	0
ASIP	0	0	0
ASL	49	14	330
ENSG00000244723	13	11	1
ASMT	29	11	58
ASMTL	35	21	9
ASNS	450	443	108
ASNSD1	505	347	383
ENSG00000248498	0	0	0
ENSG00000236554	0	0	0
ENSG00000251470	0	0	0
ENSG00000267333	0	0	0
ASPA	191	148	143
ASPDH	0	0	15
ASPG	27	1	4
ASPH	2898	2849	1112
ASPHD1	6	5	239
ASPHD2	81	262	62
ASPM	1021	1059	520
ASPN	49	240	38
ASPRV1	1	0	0
ASPSCR1	96	24	32
ASRGL1	147	92	74
ASS1	1138	1312	274
ENSG00000220517	0	0	0
ENSG00000215325	0	0	1
ENSG00000225308	0	1	0
ENSG00000237437	0	0	7
ENSG00000223922	0	0	0
ENSG00000213487	0	0	0
ENSG00000227881	1	0	0
ENSG00000215583	0	0	0
ENSG00000236893	5	1	0
ENSG00000217791	0	0	0
ASTE1	182	287	49
ASTL	4	0	0
ASTN1	0	0	0
ASTN2	2831	3864	3275
ASXL1	427	1232	278
ASXL2	1167	914	477
ASXL3	3	0	0
ASZ1	30	10	11
ENSG00000283024	604	496	280
ATAD2	1056	1101	384
ATAD2B	871	732	673
ATAD3A	68	20	9
ATAD3B	217	53	126
ATAD3C	258	187	786
ATAD5	247	123	207
ENSG00000231257	153	250	252
ATCAY	129	112	81
ATE1	701	789	431
ENSG00000226864	0	0	0
ATF1	184	234	222
ENSG00000219387	1	2	0
ATF2	1049	1006	267
ATF3	283	328	513
ATF4	1378	1681	456
ENSG00000213338	0	0	0
ENSG00000273041	0	0	0
ENSG00000228218	0	1	0
ENSG00000256167	4	10	0
ATF5	105	153	144
ATF6	1425	1095	662
ENSG00000228628	639	312	509
ATF7	2201	1537	1402
ATF7IP	2403	1904	1536
ATF7IP2	283	239	110
ATG10	286	386	196
ATG101	108	79	66
ATG12	273	254	334
ENSG00000224121	0	0	0
ATG13	1171	1211	370
ATG14	1003	910	520
ENSG00000281089	360	342	294
ATG16L2	125	91	165
ATG2A	271	132	410
ATG2B	1089	1172	736
ATG3	220	320	125
ENSG00000224357	0	0	0
ATG4A	185	111	73
ENSG00000232735	0	0	0
ATG4B	293	166	277
ATG4C	30	22	4
ATG4D	33	47	15
ATG5	469	427	236
ATG7	569	384	160
ATG9A	674	471	267
ATG9B	7	0	0
ATIC	398	437	348
ATL1	6	135	62
ATL2	1039	1225	546
ATL3	907	1230	453
ATM	1509	918	1152
ATMIN	1519	1389	1061
ATN1	777	475	632
ATOH1	0	0	0
ATOH7	0	0	0
ATOH8	10	11	0
ATOX1	175	138	172
ATP10A	0	5	0
ATP10B	386	339	187
ATP10D	323	175	180
ATP11A	482	639	106
ATP11B	3096	2517	1108
ATP11C	445	735	114
ATP12A	65	215	78
ATP13A1	102	77	100
ATP13A2	141	203	18
ATP13A3	3309	4932	1350
ATP13A4	116	369	1
ATP13A5	13	0	2
ATP1A1	4494	3298	1600
ATP1A2	36	62	11
ATP1A3	3	17	2
ATP1A4	80	110	86
ATP1B1	2215	3735	793
ENSG00000249212	53	123	1
ATP1B2	46	15	21
ATP1B3	930	1227	525
ENSG00000271707	0	0	1
ATP1B4	29	9	19
ENSG00000262145	26	8	66
ATP2A1	10	4	19
ATP2A2	6020	6821	3542
ATP2A3	46	36	19
ATP2B1	277	496	150
ATP2B2	0	0	0
ATP2B3	0	0	0
ATP2B4	1466	1679	705
ATP2C1	1177	1656	579
ATP2C2	442	871	354
ATP4A	7	0	0
ATP4B	0	0	0
ATP6AP1	592	1224	295
ENSG00000205464	56	193	40
ATP6AP2	576	1203	706
ATP6V0A1	424	357	285
ATP6V0A2	1020	876	470
ATP6V0A4	173	100	341
ATP6V0B	959	1193	833
ATP6V0C	1009	877	831
ENSG00000230201	0	0	0
ENSG00000244142	0	8	0
ENSG00000213435	0	0	0
ATP6V0D1	1115	628	434
ATP6V0D2	52	32	51
ATP6V0E1	1419	1868	655
ENSG00000225364	1	0	0
ENSG00000223513	0	0	0
ENSG00000238038	0	0	0
ENSG00000227883	0	0	0
ATP6V0E2	78	0	24
ATP6V1A	1665	1681	412
ATP6V1B1	174	0	25
ATP6V1B2	383	628	172
ATP6V1C1	708	462	507
ATP6V1C2	295	192	117
ATP6V1D	852	1213	347
ATP6V1E1	1380	1249	1293
ENSG00000225099	0	0	0
ATP6V1E2	106	236	36
ATP6V1F	702	616	114
ATP6V1G1	413	444	261
ENSG00000253502	0	0	0
ENSG00000224662	0	0	0
ENSG00000233343	3	0	0
ENSG00000249372	0	0	0
ENSG00000230474	0	0	0
ENSG00000234920	0	0	0
ENSG00000254870	1	0	0
ENSG00000263014	0	0	0
ATP6V1H	176	828	210
ATP7A	385	247	239
ATP7B	316	341	258
ATP8A1	25	29	0
ATP8A2	2	36	46
ENSG00000229800	0	0	0
ENSG00000233963	2	1	4
ATP8B1	2993	3223	775
ATP8B2	164	110	233
ATP8B3	77	55	37
ATP8B4	36	202	72
ENSG00000179766	0	0	0
ATP9A	2373	2049	766
ENSG00000282266	1560	2660	1723
ATPAF1	237	280	173
ATPAF2	53	37	6
ATR	1469	1547	734
ATRAID	2067	1315	528
ATRIP	58	5	44
ATRN	1485	786	390
ATRNL1	18	2	4
ATRX	2036	2110	989
ATXN1	831	393	459
ATXN10	1046	1808	492
ATXN1L	306	160	341
ATXN2	1220	1062	694
ATXN2L	605	676	403
ATXN3	1937	1856	1270
ATXN3L	0	37	0
ATXN7	860	848	385
ATXN7L1	374	370	221
ATXN7L2	13	9	5
ATXN7L3	116	254	39
ATXN7L3B	451	845	199
AUH	45	111	12
AUNIP	31	260	51
AUP1	1574	1696	845
AURKA	474	255	60
AURKAIP1	437	334	130
AURKB	168	29	13
AURKC	3	6	0
AUTS2	707	618	787
AVEN	11	40	6
AVIL	235	143	28
AVL9	2255	3403	1689
AVP	0	0	0
AVPI1	650	1353	449
AVPR1A	15	10	30
AVPR1B	0	0	0
AVPR2	0	0	0
AWAT1	0	0	0
AWAT2	0	33	0
AXDND1	2	0	0
AXIN1	102	64	32
AXIN2	4	51	0
AXL	603	954	547
AZGP1	156	1	3
ENSG00000214313	0	0	0
ENSG00000214252	0	0	0
AZI2	315	110	91
AZIN1	736	990	482
AZIN2	33	60	0
ENSG00000278624	18	26	28
ENSG00000270444	0	0	0
ENSG00000273686	5440	6599	3572
B3GALNT1	77	265	27
ENSG00000229948	2	0	3
ENSG00000282880	302	196	162
ENSG00000218725	0	0	0
B3GALT1	20	38	9
B3GALT2	113	48	85
ENSG00000235155	207	28	8
B3GALT5	40	35	28
B3GALT6	100	160	301
B3GAT1	13	84	14
B3GAT2	26	51	40
B3GAT3	120	53	86
ENSG00000244009	0	0	0
B3GLCT	73	13	160
B3GNT2	430	249	293
ENSG00000229946	0	0	0
B3GNT3	388	349	37
B3GNT4	37	67	27
B3GNT5	1251	1261	841
B3GNT6	14	15	5
B3GNT7	225	631	70
B3GNT8	52	4	1
B3GNT9	147	396	222
ENSG00000277033	16	66	38
ENSG00000251237	0	0	0
ENSG00000271328	0	0	0
B4GALNT1	9	0	0
B4GALNT2	1269	1287	777
ENSG00000248883	0	0	0
B4GALNT3	113	150	84
B4GALNT4	32	75	7
B4GALT1	4649	4005	3357
B4GALT2	153	203	26
B4GALT3	132	122	217
B4GALT4	1304	589	614
B4GALT5	2447	2358	1643
B4GALT6	142	13	21
B4GALT7	316	96	48
B4GAT1	43	40	1
B9D1	47	0	31
B9D2	82	61	0
BAALC	236	122	138
ENSG00000276559	2	0	0
BABAM1	233	364	54
BACE1	590	551	298
BACE2	982	2010	536
BACH1	786	618	543
BACH2	98	14	93
BAD	114	52	46
BAG1	1565	1379	1117
BAG2	300	307	184
BAG3	701	276	357
BAG4	605	415	625
BAG5	1109	1362	389
ENSG00000229524	687	229	413
ENSG00000187172	7	10	6
BAHCC1	27	2	3
BAHD1	337	150	9
BAIAP2	302	237	44
BAIAP2L1	1676	1992	940
BAIAP2L2	10	4	0
BAIAP3	66	210	41
BAK1	278	155	23
ENSG00000175730	0	0	0
ENSG00000236616	0	0	0
BAMBI	42	18	0
BANF1	1108	1755	163
ENSG00000258531	17	9	19
ENSG00000230306	0	0	0
ENSG00000237758	0	6	1
ENSG00000223828	0	0	0
ENSG00000225935	0	0	0
BANF2	0	0	0
BANK1	113	18	71
BANP	46	85	35
BAP1	279	316	165
BARD1	293	262	196
BARHL1	0	0	0
BARHL2	0	0	0
BARX1	0	0	0
BARX2	17	89	21
BASP1	1521	1503	758
ENSG00000230535	0	6	0
BATF	22	30	0
BATF2	89	205	22
BATF3	0	0	0
BAX	90	95	44
BAZ1A	2423	2077	564
BAZ1B	1564	992	804
BAZ2A	1779	1609	1291
BAZ2B	2830	2192	1856
BBC3	3	0	0
BBIP1	740	199	352
BBOF1	252	85	288
BBOX1	174	176	105
BBS1	101	335	36
BBS10	187	224	94
BBS12	47	18	11
BBS2	168	300	136
BBS4	589	295	209
BBS5	72	28	37
BBS7	277	274	44
BBS9	180	29	197
BBX	617	937	793
BCAM	1040	349	325
BCAN	3	0	0
ENSG00000283852	376	397	198
BCAP31	627	584	133
ENSG00000261217	0	0	0
ENSG00000260047	0	0	0
ENSG00000285460	232	226	51
ENSG00000258397	0	0	0
ENSG00000258771	0	0	0
BCAR3	305	557	55
BCAS1	836	694	204
BCAS2	182	178	67
ENSG00000255051	0	0	0
ENSG00000234332	0	0	11
ENSG00000226670	0	0	0
BCAS3	458	709	247
BCAS4	495	431	326
BCAT1	747	2105	508
BCAT2	159	152	125
BCCIP	154	225	66
BCDIN3D	195	216	32
BCHE	0	2	3
BCKDHA	78	91	72
BCKDHB	415	128	126
BCKDK	202	462	180
BCL10	1518	1696	527
BCL11A	553	14	229
BCL11B	94	26	58
BCL2	104	115	128
BCL2A1	42	41	0
BCL2L1	528	499	382
BCL2L10	18	5	15
BCL2L11	651	1104	495
BCL2L12	95	81	63
ENSG00000248530	0	0	0
BCL2L13	577	695	312
ENSG00000281449	138	68	144
BCL2L15	167	181	74
BCL2L2	402	147	225
BCL2L2-PABPN1	0	0	0
BCL3	677	598	174
BCL6	1992	1774	1127
BCL6B	6	0	0
ENSG00000282873	280	1488	498
BCL7B	95	203	57
BCL7C	209	264	108
BCL9	239	224	240
BCL9L	910	92	413
ENSG00000249238	0	0	4
BCLAF1	2411	1379	1222
ENSG00000248966	0	0	0
BCLAF1P2	3	0	0
BCO1	5	0	0
BCO2	120	145	43
BCOR	214	611	149
BCORL1	99	233	839
ENSG00000215580	32	15	15
BCR	717	1031	308
ENSG00000225098	0	0	0
ENSG00000169668	9	0	9
ENSG00000215481	0	1	0
ENSG00000215456	0	0	0
ENSG00000235062	0	0	0
ENSG00000169662	0	0	0
ENSG00000215544	0	0	0
ENSG00000236794	0	0	0
ENSG00000271287	0	0	0
BCS1L	58	88	33
ENSG00000275544	309	435	131
BDH2	241	104	51
ENSG00000232699	0	0	0
BDKRB1	45	15	7
BDKRB2	268	195	53
BDNF	10	0	0
ENSG00000274803	884	378	408
ENSG00000264736	0	0	1
BEAN1	29	173	21
BECN1	227	299	209
ENSG00000219669	0	0	0
BECN2	0	0	0
BEGAIN	2	5	0
BEND2	82	43	50
BEND3	132	33	13
ENSG00000231345	36	0	1
ENSG00000224809	0	0	0
ENSG00000278616	1	0	0
BEND4	0	0	0
BEND5	0	0	0
BEND6	23	14	48
BEND7	64	112	19
ENSG00000230320	29	0	0
BEST1	197	119	212
BEST2	4	1	5
BEST3	44	31	11
BEST4	33	34	2
BET1	108	243	63
BET1L	333	739	102
ENSG00000241134	0	0	0
BEX1	2	4	0
BEX2	98	34	9
BEX3	304	957	208
BEX4	79	14	52
BEX5	6	0	2
ENSG00000275618	520	772	358
BFSP1	0	0	0
BFSP2	0	0	0
BGLAP	0	0	0
BGN	119	505	166
BHLHA15	0	0	0
BHLHA9	0	0	0
GPRASP3	75	212	56
ENSG00000258915	0	0	0
BHLHE22	0	0	0
BHLHE23	0	0	0
BHLHE40	3939	5771	1510
BHLHE41	364	315	166
BHMT	22	14	12
BHMT2	31	12	20
BICC1	60	23	12
BICD1	125	132	296
ENSG00000224346	0	0	0
BICD2	133	154	228
BICDL1	118	23	76
BICDL2	188	8	57
BID	671	1634	480
BIK	138	162	30
BIN1	86	114	3
BIN2	28	31	27
ENSG00000234568	0	0	0
ENSG00000248684	0	0	0
BIN3	123	182	65
BIRC2	363	812	238
BIRC3	115	187	279
BIRC5	486	392	171
BIRC6	5092	5912	1919
BIRC7	0	0	0
ENSG00000163098	0	0	0
BIVM	171	126	69
BIVM-ERCC5	0	194	8
ENSG00000204960	2	5	5
BLCAP	2386	4280	769
BLID	0	0	0
BLK	0	1	1
BLM	115	113	144
BLMH	32	57	22
BLNK	475	109	116
BLOC1S1	222	155	176
BLOC1S2	378	172	107
ENSG00000236982	1	0	0
BLOC1S3	108	294	198
BLOC1S4	63	275	8
BLOC1S5	218	69	44
ENSG00000259040	0	0	0
BLOC1S6	18454	22720	15258
BLVRA	177	119	90
BLVRB	260	375	113
BLZF1	340	475	83
ENSG00000258565	0	0	0
BMF	267	23	65
BMI1	368	858	611
ENSG00000234201	0	0	0
BMP1	64	48	67
BMP10	0	0	0
BMP15	0	0	0
BMP2	43	334	10
BMP2K	658	696	966
ENSG00000204113	24	0	4
BMP3	79	3	12
BMP4	321	51	138
BMP5	0	48	0
BMP6	15	0	0
ENSG00000236323	0	0	0
BMP7	478	396	331
BMP8A	0	0	0
BMP8B	18	65	25
BMPER	154	16	1
BMPR1A	847	721	475
BMPR1B	949	636	875
BMPR2	5614	5700	2879
BMS1	440	568	142
ENSG00000204177	818	1177	407
ENSG00000237238	14	30	14
ENSG00000225883	14	11	14
ENSG00000224599	1	0	0
ENSG00000231701	0	0	0
ENSG00000258780	14	58	28
ENSG00000258684	0	0	0
ENSG00000228294	36	0	18
ENSG00000231099	0	0	0
ENSG00000251079	139	98	42
ENSG00000283101	0	0	0
ENSG00000232775	188	268	158
ENSG00000240089	0	0	7
ENSG00000271816	203	283	86
ENSG00000288196	113	69	0
ENSG00000260518	82	71	17
ENSG00000198312	10	29	49
BMT2	217	551	317
BMX	0	0	0
BNC1	205	152	138
BNC2	29	70	29
BNIP1	127	92	26
BNIP2	899	654	335
BNIP3	280	562	98
BNIP3L	524	675	117
ENSG00000197358	8	0	3
ENSG00000270270	0	0	0
ENSG00000271550	0	2	0
ENSG00000269154	0	0	0
ENSG00000270716	0	0	0
ENSG00000267641	0	0	0
ENSG00000271524	0	0	0
ENSG00000269055	0	0	0
ENSG00000271638	0	0	0
ENSG00000236097	0	0	0
ENSG00000271704	0	0	0
ENSG00000268174	0	0	0
ENSG00000268335	0	0	0
ENSG00000280428	0	0	0
ENSG00000268322	3	0	0
ENSG00000268705	0	0	0
ENSG00000268438	0	0	0
ENSG00000271095	64	28	53
ENSG00000269742	0	0	0
ENSG00000265631	13	20	0
ENSG00000279350	0	0	0
ENSG00000279984	0	0	0
ENSG00000268830	0	0	0
ENSG00000268717	0	0	0
ENSG00000269509	0	0	0
ENSG00000271655	0	0	0
ENSG00000271661	0	0	0
ENSG00000270479	24	13	14
ENSG00000268469	0	0	0
ENSG00000269662	0	0	0
ENSG00000271225	106	277	25
ENSG00000268058	3	0	0
ENSG00000248302	0	0	0
ENSG00000223974	3	0	0
ENSG00000260571	1	0	1
ENSG00000257356	0	0	0
ENSG00000270496	0	0	0
ENSG00000269431	0	0	0
ENSG00000270325	0	0	0
BNIPL	142	43	77
BOC	4	3	3
BOD1	177	334	120
BOD1L1	1976	2303	880
BOD1L2	0	0	0
ENSG00000263460	0	0	0
ENSG00000215368	0	0	0
BOK	230	211	49
BOLA1	46	98	5
BOLA2	366	1012	246
BOLA2B	194	434	124
ENSG00000266575	0	0	0
ENSG00000271161	0	2	0
ENSG00000220771	0	0	12
BOLA3	363	600	73
ENSG00000255469	0	0	0
ENSG00000267332	0	1	0
ENSG00000213630	0	0	0
ENSG00000223807	0	0	0
BOLL	162	131	36
ENSG00000285301	56	224	40
BORA	126	189	52
ENSG00000280689	386	60	46
BORCS6	14	3	0
BORCS7	237	220	79
ENSG00000270316	0	0	0
BORCS8	243	161	290
ENSG00000064489	19	0	0
BPGM	70	633	130
BPHL	204	280	107
BPI	13	11	4
BPIFA1	2543	7768	1451
BPIFA2	0	132	0
BPIFA3	0	0	0
ENSG00000183566	0	0	0
BPIFB1	3170	11148	1136
BPIFB2	0	0	0
BPIFB3	0	0	0
BPIFB4	0	7	0
ENSG00000233146	0	0	0
BPIFB6	0	0	0
ENSG00000125997	2	0	0
BPIFC	0	0	0
BPNT1	234	214	306
BPTF	3605	5265	2479
BPY2	0	0	0
BPY2B	0	0	0
BPY2C	0	0	0
ENSG00000229745	0	0	0
BRAF	1899	1849	637
ENSG00000224775	7	1	0
BRAP	283	284	111
BRAT1	183	135	12
BRCA1	83	223	140
BRCA2	157	396	65
BRCC3	220	175	119
ENSG00000251667	0	0	0
BRD1	266	128	79
ENSG00000235307	1591	1496	801
BRD3	225	201	22
BRD4	715	1014	572
BRD7	693	1014	582
ENSG00000284831	0	0	0
ENSG00000184100	0	0	8
ENSG00000218676	2	0	14
ENSG00000235768	1	0	0
ENSG00000235289	73	0	0
BRD8	265	359	45
BRD9	423	540	672
ENSG00000254736	0	0	0
ENSG00000249908	0	0	3
BRDT	31	33	18
ENSG00000271209	0	0	0
BRF1	159	126	158
BRF2	112	35	18
BRI3	1205	2482	545
BRI3BP	317	628	167
ENSG00000279112	1	3	2
ENSG00000225169	3	0	0
BRICD5	45	62	40
BRINP1	0	0	0
BRINP2	0	0	0
BRINP3	0	0	0
BRIP1	484	306	176
BRIX1	442	702	253
ENSG00000254025	0	0	0
BRK1	2054	2752	879
ENSG00000227983	0	0	0
BRMS1	274	226	90
BRMS1L	90	75	17
BROX	1425	1398	821
BRPF1	157	72	2
BRPF3	987	947	435
BRS3	0	0	0
BRSK1	15	3	6
BRSK2	0	0	0
BRWD1	977	1344	743
ENSG00000215909	0	0	0
ENSG00000258290	0	0	0
ENSG00000232841	0	0	0
BRWD3	631	1098	368
BSCL2	858	600	773
BSDC1	203	632	63
BSG	1124	1280	426
BSN	8	0	0
BSND	23	31	20
ENSG00000275048	0	0	0
ENSG00000274973	0	0	0
ENSG00000277508	0	0	0
ENSG00000229627	0	0	0
BSPH1	0	0	0
BSPRY	118	14	23
BST1	66	82	35
BST2	204	205	83
BSX	0	0	0
BTAF1	1122	678	584
BTBD1	609	730	390
BTBD10	241	144	87
ENSG00000257675	0	0	0
ENSG00000219433	14	0	0
